channel,m_a_GeV,bkg_events,bkg_selected_events,n_generated,sigma_pb,luminosity_ab_inv,source_root
resolved_prompt,5.3164471294039455,21151738.5,193,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,5.590188742467479,24001195.5,219,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,5.878025195355191,26193085.5,239,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,6.180682225405456,26412274.5,241,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,6.498922937865118,25645113.0,234,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,6.833549729947276,27179436.0,248,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,7.185406313957991,32001594.0,292,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,7.5553798445929745,31124838.0,284,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,7.944403155767803,29590515.0,270,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,8.35345711262165,32659161.0,298,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,8.783573084624651,35946996.0,328,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,9.235835546024537,37919697.0,346,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,9.711384810189193,36714157.5,335,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,10.211419904739262,36604563.0,334,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,10.737201594720228,41317126.5,377,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,11.290055561436278,43399422.0,396,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,11.871375744960993,46139284.5,421,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,12.482627858752497,49207930.5,449,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
resolved_prompt,13.125353085234696,48988741.5,447,10000,7.3063,150.0,results/backgrounds/fccee_z_backgrounds/cluster_4796877/job0_resolved_3gamma/resolved_3gamma_delphes.root
